"","symbol","tair","top_spear_cor"
"AT1G22030","None","AT1G22030",0.159253226448499
"AT2G26190","IQM4","AT2G26190",0.159214208950497
"AT2G34090","MEE18","AT2G34090",0.158984242313551
"AT3G07650","COL9","AT3G07650",0.158984242313551
"AT5G57123","None","AT5G57123",0.158803013445119
"AT5G65510","PLT7","AT5G65510",0.158738208153553
"AT5G10290","None","AT5G10290",0.158618637890936
"AT1G53600","None","AT1G53600",0.158488006593699
"AT4G00430","TMP-C","AT4G00430",0.158445863782895
"AT2G18000","YAF9B","AT2G18000",0.158433452532859
"AT3G57560","NAGK","AT3G57560",0.158433452532859
"AT2G22430","HB6","AT2G22430",0.158271327892822
"AT1G70780","None","AT1G70780",0.158242887677576
"AT1G36160","SFR3","AT1G36160",0.158201414864797
"AT1G07970","None","AT1G07970",0.157813017742741
"AT4G22770","AHL2","AT4G22770",0.157794921438692
"AT5G20270","HHP1","AT5G20270",0.15778226816215
"AT3G61950","MYC67","AT3G61950",0.157531368461486
"AT1G70895","CLE17","AT1G70895",0.157528974865071
"AT3G11210","None","AT3G11210",0.157528974865071
"AT3G18070","BGLU43","AT3G18070",0.157354971273726
"AT1G28760","NEMP_A","AT1G28760",0.157317917049971
"AT1G50270","None","AT1G50270",0.157317917049971
"AT3G05820","INVH","AT3G05820",0.157317917049971
"AT3G21360","None","AT3G21360",0.157317917049971
"AT4G19960","KUP9","AT4G19960",0.157317917049971
"AT5G02540","None","AT5G02540",0.157317917049971
"AT5G04860","None","AT5G04860",0.157317917049971
"AT5G54850","None","AT5G54850",0.157317917049971
"AT1G69600","ZHD11","AT1G69600",0.157299059021071
"AT5G35770","SAP","AT5G35770",0.157194703765968
"AT1G28290","AGP31","AT1G28290",0.157178281513358
"AT1G10310","None","AT1G10310",0.157160771846197
"AT5G57720","None","AT5G57720",0.157160771846197
"AT1G52600","None","AT1G52600",0.156739497177007
"AT4G32990","None","AT4G32990",0.156698870036876
"AT1G36180","ACC2","AT1G36180",0.156664617108414
"AT4G14990","PAT1H2","AT4G14990",0.156664617108414
"AT1G01630","None","AT1G01630",0.156388379787027
"AT3G55360","TSC13","AT3G55360",0.156270310260479
"AT1G74790","None","AT1G74790",0.15624875976413
"AT3G18000","XPL1","AT3G18000",0.15603540992163
"AT5G63630","None","AT5G63630",0.156032016232944
"AT5G28640","GIF1","AT5G28640",0.155964763970976
"AT5G04490","VTE5","AT5G04490",0.155948599829467
"AT3G18490","ASPG1","AT3G18490",0.155872206088191
"AT4G08150","KNAT1","AT4G08150",0.155739758185086
"AT2G40600","None","AT2G40600",0.155603888722279
"AT4G31300","PBA1","AT4G31300",0.155538290426457
"AT1G08765","None","AT1G08765",0.155509367218457
"AT3G56480","SCAB3","AT3G56480",0.155152732794361
"AT1G11600","CYP77B1","AT1G11600",0.155128631499572
"AT5G62165","FYF","AT5G62165",0.155082541590715
"AT1G76180","ERD14","AT1G76180",0.154748981798933
"AT5G58280","None","AT5G58280",0.154692031920372
"AT1G17790","None","AT1G17790",0.154636142472278
"AT1G74900","OTP43","AT1G74900",0.154478906903371
"AT1G79075","None","AT1G79075",0.154433321839433
"AT3G26780","MEF14","AT3G26780",0.154433321839433
"AT4G00238","ATSTKL1","AT4G00238",0.154433321839433
"AT5G46290","KASI","AT5G46290",0.154433321839433
"AT5G62530","P5CDH","AT5G62530",0.154433321839433
"AT5G62880","ROP11","AT5G62880",0.154433321839433
"AT2G27990","PNF","AT2G27990",0.154401584450275
"AT5G54770","TZ","AT5G54770",0.153991968447311
"AT5G01600","FER1","AT5G01600",0.153919569830962
"AT1G33250","None","AT1G33250",0.153578991472756
"AT3G57785","None","AT3G57785",0.153543293556326
"AT4G37870","PEPCK","AT4G37870",0.153514552416586
"AT5G02010","ROPGEF7","AT5G02010",0.153483742393341
"AT3G50660","SNP2","AT3G50660",0.153333901480895
"AT5G03120","None","AT5G03120",0.15329865589093
"AT5G12350","None","AT5G12350",0.153255940252691
"AT4G15760","MO1","AT4G15760",0.153246802404868
"AT5G10540","TOP2","AT5G10540",0.153173749015681
"AT5G17400","ER-ANT1","AT5G17400",0.153111869810045
"AT4G16270","PRX40","AT4G16270",0.153072315082177
"AT1G09910","None","AT1G09910",0.153071509758697
"AT1G11390","None","AT1G11390",0.153071509758697
"AT1G13700","PGL1","AT1G13700",0.153071509758697
"AT1G19750","CSA-2","AT1G19750",0.153071509758697
"AT1G26840","ORC6","AT1G26840",0.153071509758697
"AT1G51080","None","AT1G51080",0.153071509758697
"AT1G65032","None","AT1G65032",0.153071509758697
"AT1G74740","CPK30","AT1G74740",0.153071509758697
"AT3G45050","None","AT3G45050",0.153071509758697
"AT3G60480","None","AT3G60480",0.153071509758697
"AT4G13690","None","AT4G13690",0.153071509758697
"AT4G28550","None","AT4G28550",0.153071509758697
"AT5G24206","None","AT5G24206",0.153071509758697
"AT5G51740","OMA1","AT5G51740",0.153071509758697
"AT5G48500","None","AT5G48500",0.152963006232016
"AT5G47870","RAD52-2B","AT5G47870",0.152956349805605
"AT1G10510","EMB2004","AT1G10510",0.152838348552043
"AT5G23530","CXE18","AT5G23530",0.152714172831348
"AT5G14870","CNGC18","AT5G14870",0.152666481958551
"AT5G62230","ERL1","AT5G62230",0.152616339261212
"AT2G30500","NET4B","AT2G30500",0.152604004676992
"AT3G10180","None","AT3G10180",0.152553030177182
"AT3G15810","None","AT3G15810",0.152551533283391
"AT5G06140","SNX1","AT5G06140",0.152500676166827
"AT3G12710","None","AT3G12710",0.152479642142154
"AT4G35780","STY17","AT4G35780",0.152437103533345
"AT1G14440","ZHD4","AT1G14440",0.152416464380251
"AT1G09027","None","AT1G09027",0.152393481478021
"AT1G09740","None","AT1G09740",0.152393481478021
"AT1G64260","None","AT1G64260",0.152393481478021
"AT3G25640","None","AT3G25640",0.152393481478021
"AT3G63060","EDL3","AT3G63060",0.152393481478021
"AT4G24570","UCP4","AT4G24570",0.152393481478021
"AT5G23320","STE14A","AT5G23320",0.152393481478021
"AT5G66270","None","AT5G66270",0.152393481478021
"AT4G13540","ADR","AT4G13540",0.152367612876162
"AT2G33845","None","AT2G33845",0.152313106224685
"AT2G39720","RHC2A","AT2G39720",0.152313106224685
"AT5G20120","None","AT5G20120",0.152313106224685
"AT5G24970","None","AT5G24970",0.152313106224685
"AT4G38100","CURT1D","AT4G38100",0.152233499612386
"AT5G57090","WAV6","AT5G57090",0.152150015893108
"AT3G16340","PDR1","AT3G16340",0.152127012348479
"AT5G05330","None","AT5G05330",0.1520901549197
"AT2G24550","None","AT2G24550",0.15207803370796
"AT5G11030","ALF4","AT5G11030",0.152060482539821
"AT2G40100","LHCB8","AT2G40100",0.151943724752537
"AT3G52540","OFP18","AT3G52540",0.151907415641696
"AT3G49810","ATPUB30","AT3G49810",0.151876381880612
"AT5G65730","XTH6","AT5G65730",0.151802138799283
"AT3G04500","None","AT3G04500",0.151718376234789
"AT1G76780","None","AT1G76780",0.15170253116266
"AT3G17950","None","AT3G17950",0.151619365944304
"AT5G67370","CGLD27","AT5G67370",0.151572290746917
"AT2G27230","LHW","AT2G27230",0.151502344292332
"AT2G01150","RHA2B","AT2G01150",0.151420700219561
"AT3G61080","None","AT3G61080",0.15140082383174
"AT4G26310","None","AT4G26310",0.151300794384148
"AT3G45100","SETH2","AT3G45100",0.151238911286167
"AT3G01510","LSF1","AT3G01510",0.151201750455666
"AT4G24590","None","AT4G24590",0.151102401239343
"AT3G13960","GRF5","AT3G13960",0.150982238551737
"AT4G31820","NPY1","AT4G31820",0.15097602890955
"AT3G60640","ATG8G","AT3G60640",0.150935884230652
"AT5G46390","None","AT5G46390",0.150935884230652
"AT1G72130","NPF5.11","AT1G72130",0.150869109919598
"AT5G50740","None","AT5G50740",0.150685995165416
"AT4G36580","None","AT4G36580",0.150683305782346
"AT5G03680","PTL","AT5G03680",0.150583336624153
"AT2G06950","None","AT2G06950",0.150257834177782
"AT5G40450","RBB1","AT5G40450",0.150247365118704
"AT2G31560","None","AT2G31560",0.150190175847349
"AT3G52870","None","AT3G52870",0.150155173956878
"AT5G57710","SMAX1","AT5G57710",0.150115557100158
"AT1G77660","None","AT1G77660",0.150076194658554
"AT2G22780","PMDH1","AT2G22780",0.150076194658554
"AT4G38480","ABD1","AT4G38480",0.150076194658554
"AT2G38440","WAVE4","AT2G38440",0.150071169962776
"AT4G02520","GSTF2","AT4G02520",0.15005650136178
"AT4G38540","None","AT4G38540",0.15005650136178
"AT2G28100","FUC1","AT2G28100",0.149958665822534
"AT2G19110","HMA4","AT2G19110",0.149916541945741
"AT1G05470","CVP2","AT1G05470",0.149868606165729
"AT1G61890","None","AT1G61890",0.149742793703555
"AT2G29890","VLN1","AT2G29890",0.149538468339594
"AT3G08590","IPGAM2","AT3G08590",0.149321923035564
"AT3G48600","SWIB1","AT3G48600",0.149301114978228
"AT5G23040","CPP1","AT5G23040",0.149237169683345
"AT5G15360","None","AT5G15360",0.149205946779452
"AT3G18940","None","AT3G18940",0.149190916439497
"AT1G43980","None","AT1G43980",0.149125568393291
"AT1G45180","None","AT1G45180",0.149125568393291
"AT2G16570","ATASE1","AT2G16570",0.149125568393291
"AT4G14240","None","AT4G14240",0.149125568393291
"AT5G13310","None","AT5G13310",0.149125568393291
"AT5G18660","PCB2","AT5G18660",0.149125568393291
"AT5G39710","EMB2745","AT5G39710",0.149125568393291
"AT2G22120","None","AT2G22120",0.148998444047164
"AT4G00290","MSL1","AT4G00290",0.14898775167588
"AT4G12340","None","AT4G12340",0.148939799988661
"AT1G21270","WAK2","AT1G21270",0.148796412646997
"AT5G45950","None","AT5G45950",0.148746413539023
"AT5G14920","GASA14","AT5G14920",0.148718683314096
"AT5G47930","None","AT5G47930",0.148710662523875
"AT1G75580","SAUR51","AT1G75580",0.148636523190785
"AT5G01445","None","AT5G01445",0.148627548324666
"AT3G52910","GRF4","AT3G52910",0.148566495350882
"AT1G09440","None","AT1G09440",0.148554315951089
"AT2G48110","REF4","AT2G48110",0.148215772715417
"AT5G63950","CHR24","AT5G63950",0.148186646462425
"AT4G36380","ROT3","AT4G36380",0.148035148574589
"AT1G16750","None","AT1G16750",0.147934566500906
"AT3G44400","None","AT3G44400",0.147920028080123
"AT5G18960","FRS12","AT5G18960",0.147920028080123
"AT5G39240","None","AT5G39240",0.14764305125882
"AT5G13100","None","AT5G13100",0.147624792362363
"AT1G71170","None","AT1G71170",0.147608353007611
"AT5G17810","WOX12","AT5G17810",0.147608353007611
"AT2G05520","GRP3","AT2G05520",0.147502358873312
"AT1G24020","MLP423","AT1G24020",0.147490100006717
"AT4G27240","None","AT4G27240",0.147318726739159
"AT4G05440","EDA35","AT4G05440",0.147124411141682
"AT4G37650","SHR","AT4G37650",0.147007013805592
"AT4G16190","None","AT4G16190",0.14693472681661
"AT2G46590","DAG2","AT2G46590",0.146903849912365
"AT2G33370","None","AT2G33370",0.146902948098297
"AT1G80080","TMM","AT1G80080",0.146812662081696
"AT2G43680","IQD14","AT2G43680",0.146756478005485
"AT2G33310","IAA13","AT2G33310",0.146614085181365
"AT3G04230","None","AT3G04230",0.146586147405178
"AT2G34650","PID","AT2G34650",0.146583860502693
"AT1G05170","None","AT1G05170",0.146561722119723
"AT5G49210","None","AT5G49210",0.146523783436133
"AT3G51240","TT6","AT3G51240",0.146144701993304
"AT1G32127","None","AT1G32127",0.146066650045639
"AT3G05030","NHX2","AT3G05030",0.1459962185393
"AT4G37390","YDK1","AT4G37390",0.145911880874296
"AT4G12880","ENODL19","AT4G12880",0.145872999733051
"AT1G24240","None","AT1G24240",0.145839687362213
"AT1G72680","CAD1","AT1G72680",0.145839687362213
"AT5G15860","PCME","AT5G15860",0.145839687362213
"AT5G09830","BOLA3","AT5G09830",0.145810603110543
"AT1G68862","None","AT1G68862",0.145745637796493
"AT1G10960","FD1","AT1G10960",0.145639501675059
"AT3G09690","None","AT3G09690",0.145639501675059
"AT2G42870","PAR1","AT2G42870",0.145524669604515
"AT1G07390","RLP1","AT1G07390",0.14544567965835
"AT2G19120","None","AT2G19120",0.14544567965835
"AT3G03810","EDA30","AT3G03810",0.14544567965835
"AT3G13150","None","AT3G13150",0.14544567965835
"AT3G20280","None","AT3G20280",0.14544567965835
"AT3G53860","None","AT3G53860",0.14544567965835
"AT4G40042","None","AT4G40042",0.14544567965835
"AT5G05480","None","AT5G05480",0.14544567965835
"AT5G10050","None","AT5G10050",0.14544567965835
"AT5G38980","None","AT5G38980",0.14544567965835
"AT1G14140","UCP3","AT1G14140",0.145422778463077
"AT3G15950","NAI2","AT3G15950",0.145399577189686
"AT4G34990","MYB32","AT4G34990",0.145399577189686
"AT1G66260","IRP8","AT1G66260",0.145380447316815
"AT3G24660","TMKL1","AT3G24660",0.145351518973513
"AT1G11280","None","AT1G11280",0.145346174305449
"AT3G14890","ZDP","AT3G14890",0.145346174305449
"AT4G37820","None","AT4G37820",0.145329412026076
"AT5G65780","ATBCAT-5","AT5G65780",0.145286520825049
"AT3G63445","None","AT3G63445",0.14525610379607
"AT2G41620","None","AT2G41620",0.145225071165869
"AT3G51250","None","AT3G51250",0.145087234320733
"AT2G05195","None","AT2G05195",0.145066546099097
"AT1G56690","None","AT1G56690",0.144999632668063
"AT5G06000","EIF3G2","AT5G06000",0.144927325106417
"AT3G26510","None","AT3G26510",0.144915673599398
"AT4G35020","ROP6","AT4G35020",0.144884524978995
"AT5G65380","None","AT5G65380",0.144883387950226
"AT5G37540","None","AT5G37540",0.144749625739348
"AT1G08507","None","AT1G08507",0.144719896576638
"AT2G10930","None","AT2G10930",0.144719896576638
"AT2G15440","None","AT2G15440",0.144719896576638
"AT3G10400","U11/U12-31K","AT3G10400",0.144719896576638
"AT3G17460","None","AT3G17460",0.144719896576638
"AT3G48810","OTP439","AT3G48810",0.144719896576638
"AT3G56550","None","AT3G56550",0.144719896576638
"AT3G60660","None","AT3G60660",0.144719896576638
"AT5G02565","None","AT5G02565",0.144719896576638
"AT5G23800","DUF","AT5G23800",0.144719896576638
"AT5G45580","None","AT5G45580",0.144719896576638
"AT3G16630","KINESIN-13A","AT3G16630",0.144682238389727
"AT1G25530","None","AT1G25530",0.144668096435558
"AT2G33410","RBGD2","AT2G33410",0.144601651345793
"AT5G05270","CHIL","AT5G05270",0.144591775838278
"AT1G69260","AFP1","AT1G69260",0.144522265451736
"AT4G39720","None","AT4G39720",0.144522265451736
"AT5G15537","None","AT5G15537",0.144522265451736
"AT4G30850","HHP2","AT4G30850",0.144518550226533
"AT2G01950","VH1","AT2G01950",0.144474069556928
"AT1G04280","None","AT1G04280",0.144439989170608
"AT2G25900","TZF1","AT2G25900",0.144421671410371
"AT3G01740","None","AT3G01740",0.144421671410371
"AT5G48655","None","AT5G48655",0.144421671410371
"AT5G50780","ATMORC4","AT5G50780",0.144421671410371
"AT1G28060","RDM16","AT1G28060",0.144352218660443
"AT3G22980","None","AT3G22980",0.144349497639747
"AT1G54040","TASTY","AT1G54040",0.144348855453207
"AT1G49340","ATPI4K","AT1G49340",0.144186406548996
"AT1G61500","None","AT1G61500",0.14406048506873
"AT2G03550","None","AT2G03550",0.14406048506873
"AT5G24640","None","AT5G24640",0.144052847030262
"AT1G20910","ARID3","AT1G20910",0.144020437092142
"AT5G21020","None","AT5G21020",0.144005919732603
"AT5G66810","None","AT5G66810",0.143940165654027
"AT5G02370","None","AT5G02370",0.143922434079486
"AT4G38640","None","AT4G38640",0.143830664388501
"AT1G70060","SNL4","AT1G70060",0.143765222923762
"AT3G17800","None","AT3G17800",0.14376222610321
"AT4G25700","CHY1","AT4G25700",0.14376222610321
"AT4G28162","None","AT4G28162",0.143718311454749
"AT3G52360","None","AT3G52360",0.143636993083018
"AT4G37095","None","AT4G37095",0.143615480919425
"AT5G05240","None","AT5G05240",0.143536698027111
"AT1G43890","RABC1","AT1G43890",0.143512425933586
"AT3G21100","None","AT3G21100",0.143481465351459
"AT5G46690","BHLH071","AT5G46690",0.143436598439453
"AT5G06940","None","AT5G06940",0.143435805969734
"AT3G60890","ZPR2","AT3G60890",0.143304658969491
"AT1G29930","LHCB1.3","AT1G29930",0.143259813434269
"AT2G21050","LAX2","AT2G21050",0.143208856750161
"AT3G44940","None","AT3G44940",0.143162389528705
"AT1G28330","DYL1","AT1G28330",0.143080479627014
"AT1G74940","None","AT1G74940",0.142899198494363
"AT1G25275","None","AT1G25275",0.1428622807458
"AT1G65180","None","AT1G65180",0.142858037332288
"AT3G60220","TL4","AT3G60220",0.142788817811685
"AT4G17480","None","AT4G17480",0.142747116255247
"AT1G43800","SAD6","AT1G43800",0.14269366989803
"AT4G23060","IQD22","AT4G23060",0.142618010188622
"AT3G09630","SAC56","AT3G09630",0.142531846766774
"AT5G46340","RWA1","AT5G46340",0.142525382088606
"AT3G52490","SMXL3","AT3G52490",0.142437164567027
"AT5G48485","DIR1","AT5G48485",0.142423515522355
"AT2G26730","None","AT2G26730",0.14233375069993
"AT2G22610","None","AT2G22610",0.142331585257643
"AT2G38810","HTA8","AT2G38810",0.14213528330107
"AT5G57735","None","AT5G57735",0.142116600054403
"AT2G16850","PIP3B","AT2G16850",0.142090935715785
"AT2G45400","BEN1","AT2G45400",0.142067365655492
"AT5G39770","None","AT5G39770",0.14205364668504
"AT2G14660","None","AT2G14660",0.142002717389153
"AT2G17840","ERD7","AT2G17840",0.142002717389153
"AT4G14490","None","AT4G14490",0.142002717389153
"AT4G26430","CSN6B","AT4G26430",0.142002717389153
"AT4G30825","BFA2","AT4G30825",0.142002717389153
"AT4G34360","None","AT4G34360",0.142002717389153
"AT5G56420","None","AT5G56420",0.142002717389153
"AT5G59650","None","AT5G59650",0.142002717389153
"AT3G17580","None","AT3G17580",0.141926276629368
"AT4G11800","None","AT4G11800",0.141821702097359
"AT4G01460","None","AT4G01460",0.141814695181419
"AT4G39730","PLAT1","AT4G39730",0.141813914502496
"AT1G22770","GI","AT1G22770",0.141738013124474
"AT3G61800","UVSSA","AT3G61800",0.141714108796255
"AT1G67040","TRM22","AT1G67040",0.141712237940427
"AT1G69295","PDCB4","AT1G69295",0.141591385065675
"AT1G66130","None","AT1G66130",0.141448118241178
"AT1G78895","None","AT1G78895",0.141448118241178
"AT3G55440","TPI","AT3G55440",0.141414998608664
"AT3G15680","None","AT3G15680",0.141299984852679
"AT4G33620","SPF2","AT4G33620",0.141209110662183
"AT1G55160","None","AT1G55160",0.141199646566127
"AT5G17990","TRP1","AT5G17990",0.141149135544827
"AT1G27660","None","AT1G27660",0.141093695767793
"AT1G79740","None","AT1G79740",0.141041279044361
"AT1G05420","OFP12","AT1G05420",0.141003631999466
"AT2G40640","None","AT2G40640",0.140897357100317
"AT1G77230","None","AT1G77230",0.140891818577721
"AT5G10745","None","AT5G10745",0.140889813990904
"AT2G18740","SME1","AT2G18740",0.140872039501867
"AT3G10860","None","AT3G10860",0.140872039501867
"AT5G53180","PTB2","AT5G53180",0.140872039501867
"AT3G63530","EOD1","AT3G63530",0.140798222510962
"AT1G20060","None","AT1G20060",0.140785908750969
"AT4G38680","GRP2","AT4G38680",0.140763251394689
"AT4G13180","None","AT4G13180",0.140743249443464
"AT5G14480","None","AT5G14480",0.140743249443464
"AT5G48385","None","AT5G48385",0.140739215212253
"AT5G19740","LAMP1","AT5G19740",0.140727149427235
"AT5G16610","None","AT5G16610",0.140610138755885
"AT1G09000","NP1","AT1G09000",0.140553735829303
"AT1G10540","NAT8","AT1G10540",0.140548340539361
"AT3G23780","OCP1","AT3G23780",0.14043107828319
"AT3G16770","RAP2.3","AT3G16770",0.140395869270742
"AT5G62260","AHL6","AT5G62260",0.140370689089606
"AT3G21010","None","AT3G21010",0.140370078341253
"AT3G54710","CDT1B","AT3G54710",0.140370078341253
"AT2G01440","RECG1","AT2G01440",0.140267561530472
"AT1G14610","VALRS","AT1G14610",0.140181421122325
"AT1G68360","GIS3","AT1G68360",0.140054118090387
"AT2G44600","None","AT2G44600",0.140035906717335
"AT3G20770","EIN3","AT3G20770",0.140019709118855
"AT4G18930","None","AT4G18930",0.140010340565226
"AT1G53860","None","AT1G53860",0.139977629642987
"AT5G51870","AGL71","AT5G51870",0.13990823451767
"AT1G06240","None","AT1G06240",0.139889800195066
"AT3G07160","GSL10","AT3G07160",0.139888248585706
"AT1G29700","None","AT1G29700",0.139803603823755
"AT5G25580","None","AT5G25580",0.139698944251525
"AT5G47600","None","AT5G47600",0.139620129289474
"AT3G05165","None","AT3G05165",0.139522277245478
"AT4G25980","None","AT4G25980",0.139458763760339
"AT2G04630","NRPE6B","AT2G04630",0.139456615714604
"AT4G35000","APX3","AT4G35000",0.139428214696156
"AT5G09590","MTHSC70-2","AT5G09590",0.139427245910498
"AT3G63300","FKD1","AT3G63300",0.139420096442551
"AT3G51730","None","AT3G51730",0.139250986075826
"AT5G64430","None","AT5G64430",0.13918951523118
"AT3G60530","GATA4","AT3G60530",0.139159218747198
"AT4G30400","None","AT4G30400",0.139158470023546
"AT1G61660","ATBHLH112","AT1G61660",0.139111533128424
"AT2G02080","IME","AT2G02080",0.139088222962387
"AT2G17540","None","AT2G17540",0.13894970396042
"AT4G02260","RSH1","AT4G02260",0.138883467722134
"AT1G08592","None","AT1G08592",0.138771841314172
"AT1G32415","None","AT1G32415",0.138771841314172
"AT1G63270","NAP10","AT1G63270",0.138771841314172
"AT1G72530","RIP7","AT1G72530",0.138771841314172
"AT1G79640","None","AT1G79640",0.138771841314172
